Timestamp,Threat Type,Source IP,Destination IP,Ports
2025-12-15 23:09:38,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:09:43,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:09:48,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:09:53,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:09:54,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:09:59,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:04,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:09,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:14,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:14,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:19,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:24,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:24,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:24,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:34,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:35,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:39,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:40,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:40,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:45,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:45,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:46,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:46,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:46,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:47,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:47,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:47,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:47,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:48,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:48,Possible DDoS,34.96.106.127,N/A,49596
2025-12-15 23:10:51,Port Scanning,192.168.1.1,N/A,"[60321, 60515, 53383, 64168, 62477, 60687, 63954, 53241, 58202, 60250, 64606]"
2025-12-15 23:10:53,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:53,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:10:58,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:10:58,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:03,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:03,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:09,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:09,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:14,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:14,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:14,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:19,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:24,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:24,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:29,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:35,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:40,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:40,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:40,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:45,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:48,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:50,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:11:55,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:11:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:00,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:05,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:05,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:05,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:11,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:16,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:21,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:21,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:21,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:31,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:31,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:31,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:36,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:47,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:47,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:51,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:52,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:57,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:12:57,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:12:57,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:02,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:02,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:13,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:13,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:18,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:18,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:23,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:23,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:28,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:33,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:39,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:40,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:45,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:45,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:50,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:13:50,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:13:57,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:02,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:02,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:12,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:12,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:17,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:17,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:22,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:22,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:27,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:28,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:33,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:38,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:43,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:43,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:48,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:52,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:53,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:54,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:14:59,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:14:59,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:09,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:10,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:15,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:15,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:20,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:20,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:25,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:25,Port Scanning,192.168.1.1,N/A,"[53408, 55747, 57545, 61134, 53326, 59506, 61300, 62518, 64954, 50011, 62266]"
2025-12-15 23:15:27,Port Scanning,192.168.1.1,N/A,"[55104, 64930, 53699, 53001, 52713, 57419, 55022, 54510, 60593, 57534, 64094]"
2025-12-15 23:15:27,Possible DDoS,185.199.109.154,N/A,5410
2025-12-15 23:15:27,Possible DDoS,185.199.109.154,N/A,5410
2025-12-15 23:15:27,Possible DDoS,185.199.109.154,N/A,5410
2025-12-15 23:15:27,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:28,Port Scanning,192.168.1.1,N/A,"[57921, 50625, 49475, 54787, 56269, 56878, 49467, 60404, 51605, 65015, 57947]"
2025-12-15 23:15:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:33,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:38,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:43,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:43,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:43,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:48,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:49,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:49,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:54,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:54,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:15:59,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:15:59,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:04,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:10,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:11,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:15,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:15,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:20,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:20,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:20,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:30,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:30,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:35,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:35,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:37,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:40,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:46,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:46,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:46,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:47,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:48,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:49,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:54,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:54,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:54,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:56,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:16:59,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:16:59,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:00,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:01,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:01,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:01,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:07,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:12,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:12,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:12,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:17,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:19,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:19,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:20,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:21,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:22,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:23,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:24,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:24,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:27,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:28,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:29,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:29,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:30,Possible DDoS,71.18.222.1,N/A,54610
2025-12-15 23:17:30,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:30,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:30,Possible DDoS,71.18.222.1,N/A,54616
2025-12-15 23:17:30,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:31,Possible DDoS,71.18.222.1,N/A,54613
2025-12-15 23:17:31,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:32,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:33,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:33,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:34,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:34,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:34,Possible DDoS,71.18.222.1,N/A,54609
2025-12-15 23:17:35,Possible DDoS,71.18.222.1,N/A,54606
2025-12-15 23:17:35,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:35,Possible DDoS,71.18.222.1,N/A,54615
2025-12-15 23:17:36,Possible DDoS,71.18.222.1,N/A,54616
2025-12-15 23:17:36,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:37,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:37,Possible DDoS,71.18.222.1,N/A,54612
2025-12-15 23:17:38,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:38,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:39,Possible DDoS,71.18.222.1,N/A,54610
2025-12-15 23:17:39,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:40,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:40,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:41,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:42,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:42,Possible DDoS,34.107.238.235,N/A,64340
2025-12-15 23:17:43,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:43,Possible DDoS,71.18.222.1,N/A,54648
2025-12-15 23:17:43,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:45,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:45,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:46,Possible DDoS,71.18.222.1,N/A,54609
2025-12-15 23:17:46,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:46,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:47,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:48,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:48,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:49,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:49,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:52,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:54,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:54,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:55,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:56,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:17:56,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:56,Possible DDoS,71.18.222.1,N/A,54674
2025-12-15 23:17:56,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:57,Possible DDoS,71.18.222.1,N/A,54673
2025-12-15 23:17:57,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:57,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:58,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:17:59,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:01,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:02,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:03,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:03,Possible DDoS,71.18.222.1,N/A,54695
2025-12-15 23:18:03,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:04,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:05,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:05,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:05,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:06,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:07,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:08,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:10,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:11,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:12,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:12,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:13,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:13,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:13,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:13,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:15,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:16,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:16,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:17,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:18,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:18,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:19,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:24,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:24,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:26,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:26,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:27,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:27,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:29,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:31,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:33,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:37,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:39,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:39,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:44,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:44,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:45,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:50,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:50,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:50,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:53,Port Scanning,192.168.1.1,N/A,"[61953, 59266, 49154, 64005, 62409, 61935, 56305, 51537, 59608, 63450, 52414]"
2025-12-15 23:18:55,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:55,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:58,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:18:58,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:18:58,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:03,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:08,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:09,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:09,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:14,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:14,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:14,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:19,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:19,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:19,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:20,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:25,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:25,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:30,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:30,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:30,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:36,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:36,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:36,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:41,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:43,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:46,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:47,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:48,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:53,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:53,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:53,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:19:57,Port Scanning,192.168.1.1,N/A,"[57147, 57543, 51944, 63819, 57547, 61037, 65039, 59283, 50009, 53915, 55005]"
2025-12-15 23:19:58,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:58,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:19:58,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:03,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:04,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:05,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:10,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:10,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:10,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:12,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:17,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:17,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:21,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:22,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:23,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:26,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:26,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:32,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:32,Possible DDoS,192.168.1.106,N/A,443
2025-12-15 23:20:32,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:37,Possible DDoS,23.53.243.54,N/A,20218
2025-12-15 23:20:37,Possible DDoS,192.168.1.106,N/A,443
